Economically Active Population ID,Economically Active Population,Population Classification ID,Population Classification,Municipality ID,Municipality,Number of Records
1,Población Económicamente Activa,1,Población Ocupada,7080,Siltepec,113
1,Población Económicamente Activa,1,Población Ocupada,7086,Suchiapa,39
1,Población Económicamente Activa,1,Población Ocupada,7087,Suchiate,123
1,Población Económicamente Activa,1,Población Ocupada,7089,Tapachula,7827
1,Población Económicamente Activa,1,Población Ocupada,7091,Tapilula,25
1,Población Económicamente Activa,1,Población Ocupada,7092,Tecpatán,70
1,Población Económicamente Activa,1,Población Ocupada,7096,Tila,91
1,Población Económicamente Activa,1,Población Ocupada,7097,Tonalá,294
1,Población Económicamente Activa,1,Población Ocupada,7099,La Trinitaria,115
1,Población Económicamente Activa,1,Población Ocupada,7101,Tuxtla Gutiérrez,7316
1,Población Económicamente Activa,1,Población Ocupada,7102,Tuxtla Chico,159
1,Población Económicamente Activa,1,Población Ocupada,7103,Tuzantán,61
1,Población Económicamente Activa,1,Población Ocupada,7105,Unión Juárez,197
1,Población Económicamente Activa,1,Población Ocupada,7106,Venustiano Carranza,206
1,Población Económicamente Activa,1,Población Ocupada,7107,Villa Corzo,235
1,Población Económicamente Activa,1,Población Ocupada,7108,Villaflores,136
1,Población Económicamente Activa,1,Población Ocupada,7109,Yajalón,28
1,Población Económicamente Activa,1,Población Ocupada,7113,Aldama,65
1,Población Económicamente Activa,1,Población Ocupada,7114,Benemérito de las Américas,49
1,Población Económicamente Activa,1,Población Ocupada,7115,Maravilla Tenejapa,44
1,Población Económicamente Activa,1,Población Ocupada,7117,Montecristo de Guerrero,72
1,Población Económicamente Activa,1,Población Ocupada,8001,Ahumada,83
1,Población Económicamente Activa,1,Población Ocupada,8004,Aquiles Serdán,99
1,Población Económicamente Activa,1,Población Ocupada,8005,Ascensión,142
1,Población Económicamente Activa,1,Población Ocupada,8007,Balleza,21
1,Población Económicamente Activa,1,Población Ocupada,8011,Camargo,110
1,Población Económicamente Activa,1,Población Ocupada,8013,Casas Grandes,27
1,Población Económicamente Activa,1,Población Ocupada,8014,Coronado,40
1,Población Económicamente Activa,1,Población Ocupada,8017,Cuauhtémoc,265
1,Población Económicamente Activa,1,Población Ocupada,8019,Chihuahua,8226
1,Población Económicamente Activa,1,Población Ocupada,8020,Chínipas,44
1,Población Económicamente Activa,1,Población Ocupada,8021,Delicias,219
1,Población Económicamente Activa,1,Población Ocupada,8027,Guachochi,120
1,Población Económicamente Activa,1,Población Ocupada,8031,Guerrero,16
1,Población Económicamente Activa,1,Población Ocupada,8032,Hidalgo del Parral,228
1,Población Económicamente Activa,1,Población Ocupada,8033,Huejotitán,42
1,Población Económicamente Activa,1,Población Ocupada,8035,Janos,59
1,Población Económicamente Activa,1,Población Ocupada,8036,Jiménez,173
1,Población Económicamente Activa,1,Población Ocupada,8037,Juárez,7579
1,Población Económicamente Activa,1,Población Ocupada,8039,López,24
1,Población Económicamente Activa,1,Población Ocupada,8040,Madera,29
1,Población Económicamente Activa,1,Población Ocupada,8042,Manuel Benavides,62
1,Población Económicamente Activa,1,Población Ocupada,8045,Meoqui,103
1,Población Económicamente Activa,1,Población Ocupada,8050,Nuevo Casas Grandes,151
1,Población Económicamente Activa,1,Población Ocupada,8052,Ojinaga,26
1,Población Económicamente Activa,1,Población Ocupada,8053,Praxedis G. Guerrero,45
1,Población Económicamente Activa,1,Población Ocupada,8055,Rosales,79
1,Población Económicamente Activa,1,Población Ocupada,8060,Santa Bárbara,179
1,Población Económicamente Activa,1,Población Ocupada,8062,Saucillo,186
1,Población Económicamente Activa,1,Población Ocupada,9002,Azcapotzalco,577
1,Población Económicamente Activa,1,Población Ocupada,9003,Coyoacán,901
1,Población Económicamente Activa,1,Población Ocupada,9004,Cuajimalpa de Morelos,348
1,Población Económicamente Activa,1,Población Ocupada,9005,Gustavo A. Madero,1478
1,Población Económicamente Activa,1,Población Ocupada,9006,Iztacalco,427
1,Población Económicamente Activa,1,Población Ocupada,9007,Iztapalapa,1964
1,Población Económicamente Activa,1,Población Ocupada,9008,La Magdalena Contreras,401
1,Población Económicamente Activa,1,Población Ocupada,9009,Milpa Alta,177
1,Población Económicamente Activa,1,Población Ocupada,9010,Álvaro Obregón,1155
1,Población Económicamente Activa,1,Población Ocupada,9011,Tláhuac,560
1,Población Económicamente Activa,1,Población Ocupada,9012,Tlalpan,1001
1,Población Económicamente Activa,1,Población Ocupada,9013,Xochimilco,753
1,Población Económicamente Activa,1,Población Ocupada,9014,Benito Juárez,501
1,Población Económicamente Activa,1,Población Ocupada,9015,Cuauhtémoc,711
1,Población Económicamente Activa,1,Población Ocupada,9016,Miguel Hidalgo,301
1,Población Económicamente Activa,1,Población Ocupada,9017,Venustiano Carranza,533
1,Población Económicamente Activa,1,Población Ocupada,10001,Canatlán,189
1,Población Económicamente Activa,1,Población Ocupada,10003,Coneto de Comonfort,76
1,Población Económicamente Activa,1,Población Ocupada,10004,Cuencamé,104
1,Población Económicamente Activa,1,Población Ocupada,10005,Durango,7580
1,Población Económicamente Activa,1,Población Ocupada,10006,General Simón Bolívar,20
1,Población Económicamente Activa,1,Población Ocupada,10007,Gómez Palacio,2790
1,Población Económicamente Activa,1,Población Ocupada,10008,Guadalupe Victoria,144
1,Población Económicamente Activa,1,Población Ocupada,10012,Lerdo,911
1,Población Económicamente Activa,1,Población Ocupada,10013,Mapimí,160
1,Población Económicamente Activa,1,Población Ocupada,10014,Mezquital,17
1,Población Económicamente Activa,1,Población Ocupada,10016,Nombre de Dios,132
1,Población Económicamente Activa,1,Población Ocupada,10020,Pánuco de Coronado,318
1,Población Económicamente Activa,1,Población Ocupada,10021,Peñón Blanco,94
1,Población Económicamente Activa,1,Población Ocupada,10022,Poanas,108
1,Población Económicamente Activa,1,Población Ocupada,10023,Pueblo Nuevo,73
1,Población Económicamente Activa,1,Población Ocupada,10024,Rodeo,49
1,Población Económicamente Activa,1,Población Ocupada,10026,San Dimas,72
1,Población Económicamente Activa,1,Población Ocupada,10027,San Juan de Guadalupe,127
1,Población Económicamente Activa,1,Población Ocupada,10028,San Juan del Río,21
1,Población Económicamente Activa,1,Población Ocupada,10032,Santiago Papasquiaro,304
1,Población Económicamente Activa,1,Población Ocupada,10035,Tepehuanes,51
1,Población Económicamente Activa,1,Población Ocupada,10036,Tlahualilo,120
1,Población Económicamente Activa,1,Población Ocupada,10038,Vicente Guerrero,59
1,Población Económicamente Activa,1,Población Ocupada,10039,Nuevo Ideal,86
1,Población Económicamente Activa,1,Población Ocupada,11001,Abasolo,111
1,Población Económicamente Activa,1,Población Ocupada,11002,Acámbaro,177
1,Población Económicamente Activa,1,Población Ocupada,11003,San Miguel de Allende,192
1,Población Económicamente Activa,1,Población Ocupada,11004,Apaseo el Alto,38
1,Población Económicamente Activa,1,Población Ocupada,11005,Apaseo el Grande,90
1,Población Económicamente Activa,1,Población Ocupada,11007,Celaya,617
1,Población Económicamente Activa,1,Población Ocupada,11008,Manuel Doblado,51
1,Población Económicamente Activa,1,Población Ocupada,11009,Comonfort,22
1,Población Económicamente Activa,1,Población Ocupada,11011,Cortazar,82
1,Población Económicamente Activa,1,Población Ocupada,11013,Doctor Mora,33
1,Población Económicamente Activa,1,Población Ocupada,11014,Dolores Hidalgo Cuna de la Independencia Nacional,319
1,Población Económicamente Activa,1,Población Ocupada,11015,Guanajuato,247
1,Población Económicamente Activa,1,Población Ocupada,11016,Huanímaro,28
1,Población Económicamente Activa,1,Población Ocupada,11017,Irapuato,827
1,Población Económicamente Activa,1,Población Ocupada,11019,Jerécuaro,107
1,Población Económicamente Activa,1,Población Ocupada,11020,León,12262
1,Población Económicamente Activa,1,Población Ocupada,11021,Moroleón,14
1,Población Económicamente Activa,1,Población Ocupada,11022,Ocampo,70
1,Población Económicamente Activa,1,Población Ocupada,11023,Pénjamo,283
1,Población Económicamente Activa,1,Población Ocupada,11024,Pueblo Nuevo,50
1,Población Económicamente Activa,1,Población Ocupada,11025,Purísima del Rincón,589
1,Población Económicamente Activa,1,Población Ocupada,11026,Romita,68
1,Población Económicamente Activa,1,Población Ocupada,11027,Salamanca,567
1,Población Económicamente Activa,1,Población Ocupada,11028,Salvatierra,179
1,Población Económicamente Activa,1,Población Ocupada,11029,San Diego de la Unión,80
1,Población Económicamente Activa,1,Población Ocupada,11030,San Felipe,177
1,Población Económicamente Activa,1,Población Ocupada,11031,San Francisco del Rincón,609
1,Población Económicamente Activa,1,Población Ocupada,11032,San José Iturbide,273
1,Población Económicamente Activa,1,Población Ocupada,11033,San Luis de la Paz,301
1,Población Económicamente Activa,1,Población Ocupada,11034,Santa Catarina,38
1,Población Económicamente Activa,1,Población Ocupada,11035,Santa Cruz de Juventino Rosas,81
1,Población Económicamente Activa,1,Población Ocupada,11036,Santiago Maravatío,14
1,Población Económicamente Activa,1,Población Ocupada,11037,Silao de la Victoria,139
1,Población Económicamente Activa,1,Población Ocupada,11038,Tarandacuao,39
1,Población Económicamente Activa,1,Población Ocupada,11039,Tarimoro,120
1,Población Económicamente Activa,1,Población Ocupada,11042,Valle de Santiago,230
1,Población Económicamente Activa,1,Población Ocupada,11044,Villagrán,85
1,Población Económicamente Activa,1,Población Ocupada,11046,Yuriria,96
1,Población Económicamente Activa,1,Población Ocupada,12001,Acapulco de Juárez,6834
1,Población Económicamente Activa,1,Población Ocupada,12003,Ajuchitlán del Progreso,94
1,Población Económicamente Activa,1,Población Ocupada,12006,Apaxtla,36
1,Población Económicamente Activa,1,Población Ocupada,12008,Atenango del Río,20
1,Población Económicamente Activa,1,Población Ocupada,12010,Atlixtac,22
1,Población Económicamente Activa,1,Población Ocupada,12011,Atoyac de Álvarez,79
1,Población Económicamente Activa,1,Población Ocupada,12012,Ayutla de los Libres,30
1,Población Económicamente Activa,1,Población Ocupada,12013,Azoyú,32
1,Población Económicamente Activa,1,Población Ocupada,12015,Buenavista de Cuéllar,15
1,Población Económicamente Activa,1,Población Ocupada,12018,Copala,55
1,Población Económicamente Activa,1,Población Ocupada,12020,Copanatoyac,35
1,Población Económicamente Activa,1,Población Ocupada,12021,Coyuca de Benítez,118
1,Población Económicamente Activa,1,Población Ocupada,12022,Coyuca de Catalán,85
1,Población Económicamente Activa,1,Población Ocupada,12023,Cuajinicuilapa,29
1,Población Económicamente Activa,1,Población Ocupada,12024,Cualác,87
1,Población Económicamente Activa,1,Población Ocupada,12025,Cuautepec,37
1,Población Económicamente Activa,1,Población Ocupada,12027,Cutzamala de Pinzón,22
1,Población Económicamente Activa,1,Población Ocupada,12029,Chilpancingo de los Bravo,406
1,Población Económicamente Activa,1,Población Ocupada,12030,Florencio Villarreal,47
1,Población Económicamente Activa,1,Población Ocupada,12032,General Heliodoro Castillo,21
1,Población Económicamente Activa,1,Población Ocupada,12033,Huamuxtitlán,32
1,Población Económicamente Activa,1,Población Ocupada,12034,Huitzuco de los Figueroa,94
1,Población Económicamente Activa,1,Población Ocupada,12035,Iguala de la Independencia,316
1,Población Económicamente Activa,1,Población Ocupada,12036,Igualapa,25
1,Población Económicamente Activa,1,Población Ocupada,12038,Zihuatanejo de Azueta,217
1,Población Económicamente Activa,1,Población Ocupada,12041,Malinaltepec,64
1,Población Económicamente Activa,1,Población Ocupada,12045,Olinalá,84
1,Población Económicamente Activa,1,Población Ocupada,12046,Ometepec,65
1,Población Económicamente Activa,1,Población Ocupada,12048,Petatlán,78
1,Población Económicamente Activa,1,Población Ocupada,12050,Pungarabato,36
1,Población Económicamente Activa,1,Población Ocupada,12051,Quechultenango,21
1,Población Económicamente Activa,1,Población Ocupada,12052,San Luis Acatlán,38
1,Población Económicamente Activa,1,Población Ocupada,12053,San Marcos,138
1,Población Económicamente Activa,1,Población Ocupada,12055,Taxco de Alarcón,107
1,Población Económicamente Activa,1,Población Ocupada,12056,Tecoanapa,114
1,Población Económicamente Activa,1,Población Ocupada,12057,Técpan de Galeana,149
1,Población Económicamente Activa,1,Población Ocupada,12059,Tepecoacuilco de Trujano,51
1,Población Económicamente Activa,1,Población Ocupada,12060,Tetipac,43
1,Población Económicamente Activa,1,Población Ocupada,12061,Tixtla de Guerrero,127
1,Población Económicamente Activa,1,Población Ocupada,12062,Tlacoachistlahuaca,51
1,Población Económicamente Activa,1,Población Ocupada,12064,Tlalchapa,42
1,Población Económicamente Activa,1,Población Ocupada,12065,Tlalixtaquilla de Maldonado,90
1,Población Económicamente Activa,1,Población Ocupada,12066,Tlapa de Comonfort,100
1,Población Económicamente Activa,1,Población Ocupada,12069,Xalpatláhuac,14
1,Población Económicamente Activa,1,Población Ocupada,12071,Xochistlahuaca,93
1,Población Económicamente Activa,1,Población Ocupada,12072,Zapotitlán Tablas,24
1,Población Económicamente Activa,1,Población Ocupada,12073,Zirándaro,38
1,Población Económicamente Activa,1,Población Ocupada,12074,Zitlala,61
1,Población Económicamente Activa,1,Población Ocupada,12078,Cochoapa el Grande,86
1,Población Económicamente Activa,1,Población Ocupada,13001,Acatlán,202
1,Población Económicamente Activa,1,Población Ocupada,13002,Acaxochitlán,47
1,Población Económicamente Activa,1,Población Ocupada,13003,Actopan,29
1,Población Económicamente Activa,1,Población Ocupada,13004,Agua Blanca de Iturbide,149
1,Población Económicamente Activa,1,Población Ocupada,13006,Alfajayucan,17
1,Población Económicamente Activa,1,Población Ocupada,13007,Almoloya,54
1,Población Económicamente Activa,1,Población Ocupada,13008,Apan,98
1,Población Económicamente Activa,1,Población Ocupada,13010,Atitalaquia,62
1,Población Económicamente Activa,1,Población Ocupada,13011,Atlapexco,72
1,Población Económicamente Activa,1,Población Ocupada,13012,Atotonilco el Grande,72
1,Población Económicamente Activa,1,Población Ocupada,13013,Atotonilco de Tula,171
1,Población Económicamente Activa,1,Población Ocupada,13014,Calnali,32
1,Población Económicamente Activa,1,Población Ocupada,13016,Cuautepec de Hinojosa,119
1,Población Económicamente Activa,1,Población Ocupada,13018,Chapulhuacán,79
1,Población Económicamente Activa,1,Población Ocupada,13019,Chilcuautla,30
1,Población Económicamente Activa,1,Población Ocupada,13024,Huasca de Ocampo,38
1,Población Económicamente Activa,1,Población Ocupada,13025,Huautla,39
1,Población Económicamente Activa,1,Población Ocupada,13027,Huehuetla,42
1,Población Económicamente Activa,1,Población Ocupada,13028,Huejutla de Reyes,190
1,Población Económicamente Activa,1,Población Ocupada,13029,Huichapan,154
1,Población Económicamente Activa,1,Población Ocupada,13030,Ixmiquilpan,238
1,Población Económicamente Activa,1,Población Ocupada,13031,Jacala de Ledezma,26
1,Población Económicamente Activa,1,Población Ocupada,13032,Jaltocán,43
1,Población Económicamente Activa,1,Población Ocupada,13036,San Agustín Metzquititlán,75
1,Población Económicamente Activa,1,Población Ocupada,13041,Mixquiahuala de Juárez,169
1,Población Económicamente Activa,1,Población Ocupada,13046,San Felipe Orizatlán,110
1,Población Económicamente Activa,1,Población Ocupada,13047,Pacula,25
1,Población Económicamente Activa,1,Población Ocupada,13048,Pachuca de Soto,5429
1,Población Económicamente Activa,1,Población Ocupada,13049,Pisaflores,18
1,Población Económicamente Activa,1,Población Ocupada,13050,Progreso de Obregón,36
1,Población Económicamente Activa,1,Población Ocupada,13051,Mineral de la Reforma,2253
1,Población Económicamente Activa,1,Población Ocupada,13052,San Agustín Tlaxiaca,72
1,Población Económicamente Activa,1,Población Ocupada,13053,San Bartolo Tutotepec,135
1,Población Económicamente Activa,1,Población Ocupada,13054,San Salvador,150
1,Población Económicamente Activa,1,Población Ocupada,13055,Santiago de Anaya,122
1,Población Económicamente Activa,1,Población Ocupada,13056,Santiago Tulantepec de Lugo Guerrero,42
1,Población Económicamente Activa,1,Población Ocupada,13058,Tasquillo,218
1,Población Económicamente Activa,1,Población Ocupada,13059,Tecozautla,125
1,Población Económicamente Activa,1,Población Ocupada,13061,Tepeapulco,100
1,Población Económicamente Activa,1,Población Ocupada,13063,Tepeji del Río de Ocampo,254
1,Población Económicamente Activa,1,Población Ocupada,13069,Tizayuca,404
1,Población Económicamente Activa,1,Población Ocupada,13070,Tlahuelilpan,84
1,Población Económicamente Activa,1,Población Ocupada,13071,Tlahuiltepa,61
1,Población Económicamente Activa,1,Población Ocupada,13073,Tlanchinol,142
1,Población Económicamente Activa,1,Población Ocupada,13074,Tlaxcoapan,99
1,Población Económicamente Activa,1,Población Ocupada,13076,Tula de Allende,305
1,Población Económicamente Activa,1,Población Ocupada,13077,Tulancingo de Bravo,305
1,Población Económicamente Activa,1,Población Ocupada,13078,Xochiatipan,41
1,Población Económicamente Activa,1,Población Ocupada,13081,Zacualtipán de Ángeles,51
1,Población Económicamente Activa,1,Población Ocupada,13083,Zempoala,89
1,Población Económicamente Activa,1,Población Ocupada,13084,Zimapán,102
1,Población Económicamente Activa,1,Población Ocupada,14003,Ahualulco de Mercado,64
1,Población Económicamente Activa,1,Población Ocupada,14006,Ameca,21
1,Población Económicamente Activa,1,Población Ocupada,14007,San Juanito de Escobedo,30
1,Población Económicamente Activa,1,Población Ocupada,14013,Atotonilco el Alto,66
1,Población Económicamente Activa,1,Población Ocupada,14015,Autlán de Navarro,108
1,Población Económicamente Activa,1,Población Ocupada,14016,Ayotlán,23
1,Población Económicamente Activa,1,Población Ocupada,14021,Casimiro Castillo,75
1,Población Económicamente Activa,1,Población Ocupada,14022,Cihuatlán,73
1,Población Económicamente Activa,1,Población Ocupada,14023,Zapotlán el Grande,164
1,Población Económicamente Activa,1,Población Ocupada,14024,Cocula,32
1,Población Económicamente Activa,1,Población Ocupada,14027,Cuautitlán de García Barragán,87
1,Población Económicamente Activa,1,Población Ocupada,14030,Chapala,248
1,Población Económicamente Activa,1,Población Ocupada,14031,Chimaltitán,25
1,Población Económicamente Activa,1,Población Ocupada,14032,Chiquilistlán,39
1,Población Económicamente Activa,1,Población Ocupada,14035,Encarnación de Díaz,37
1,Población Económicamente Activa,1,Población Ocupada,14036,Etzatlán,75
1,Población Económicamente Activa,1,Población Ocupada,14037,El Grullo,196
1,Población Económicamente Activa,1,Población Ocupada,14038,Guachinango,57
1,Población Económicamente Activa,1,Población Ocupada,14039,Guadalajara,4072
1,Población Económicamente Activa,1,Población Ocupada,14045,Ixtlahuacán del Río,132
1,Población Económicamente Activa,1,Población Ocupada,14046,Jalostotitlán,60
1,Población Económicamente Activa,1,Población Ocupada,14047,Jamay,74
1,Población Económicamente Activa,1,Población Ocupada,14050,Jocotepec,110
1,Población Económicamente Activa,1,Población Ocupada,14053,Lagos de Moreno,55
1,Población Económicamente Activa,1,Población Ocupada,14058,Mascota,24
1,Población Económicamente Activa,1,Población Ocupada,14059,Mazamitla,24
1,Población Económicamente Activa,1,Población Ocupada,14063,Ocotlán,110
1,Población Económicamente Activa,1,Población Ocupada,14064,Ojuelos de Jalisco,65
1,Población Económicamente Activa,1,Población Ocupada,14065,Pihuamo,52
1,Población Económicamente Activa,1,Población Ocupada,14066,Poncitlán,90
1,Población Económicamente Activa,1,Población Ocupada,14067,Puerto Vallarta,354
1,Población Económicamente Activa,1,Población Ocupada,14070,El Salto,330
1,Población Económicamente Activa,1,Población Ocupada,14073,San Juan de los Lagos,169
1,Población Económicamente Activa,1,Población Ocupada,14074,San Julián,53
1,Población Económicamente Activa,1,Población Ocupada,14081,Santa María de los Ángeles,15
1,Población Económicamente Activa,1,Población Ocupada,14083,Tala,124
1,Población Económicamente Activa,1,Población Ocupada,14091,Teocaltiche,83
1,Población Económicamente Activa,1,Población Ocupada,14093,Tepatitlán de Morelos,260
1,Población Económicamente Activa,1,Población Ocupada,14096,Tizapán el Alto,69
1,Población Económicamente Activa,1,Población Ocupada,14097,Tlajomulco de Zúñiga,1079
1,Población Económicamente Activa,1,Población Ocupada,14098,San Pedro Tlaquepaque,2442
1,Población Económicamente Activa,1,Población Ocupada,14100,Tomatlán,182
1,Población Económicamente Activa,1,Población Ocupada,14101,Tonalá,2046
1,Población Económicamente Activa,1,Población Ocupada,14105,Tototlán,164
1,Población Económicamente Activa,1,Población Ocupada,14108,Tuxpan,99
1,Población Económicamente Activa,1,Población Ocupada,14115,Villa Guerrero,23
1,Población Económicamente Activa,1,Población Ocupada,14116,Villa Hidalgo,102
1,Población Económicamente Activa,1,Población Ocupada,14119,Zacoalco de Torres,47
1,Población Económicamente Activa,1,Población Ocupada,14120,Zapopan,3566
1,Población Económicamente Activa,1,Población Ocupada,14121,Zapotiltic,28
1,Población Económicamente Activa,1,Población Ocupada,14124,Zapotlanejo,30
1,Población Económicamente Activa,1,Población Ocupada,14125,San Ignacio Cerro Gordo,72
1,Población Económicamente Activa,1,Población Ocupada,15002,Acolman,222
1,Población Económicamente Activa,1,Población Ocupada,15005,Almoloya de Juárez,257
1,Población Económicamente Activa,1,Población Ocupada,15007,Amanalco,48
1,Población Económicamente Activa,1,Población Ocupada,15010,Apaxco,172
1,Población Económicamente Activa,1,Población Ocupada,15011,Atenco,48
