Economically Active Population ID,Economically Active Population,Population Classification ID,Population Classification,Municipality ID,Municipality,Number of Records
1,Población Económicamente Activa,1,Población Ocupada,7002,Acala,28
1,Población Económicamente Activa,1,Población Ocupada,7003,Acapetahua,30
1,Población Económicamente Activa,1,Población Ocupada,7006,Amatenango de la Frontera,31
1,Población Económicamente Activa,1,Población Ocupada,7009,Arriaga,23
1,Población Económicamente Activa,1,Población Ocupada,7012,Berriozábal,32
1,Población Económicamente Activa,1,Población Ocupada,7017,Cintalapa,112
1,Población Económicamente Activa,1,Población Ocupada,7018,Coapilla,30
1,Población Económicamente Activa,1,Población Ocupada,7019,Comitán de Domínguez,108
1,Población Económicamente Activa,1,Población Ocupada,7020,La Concordia,32
1,Población Económicamente Activa,1,Población Ocupada,7027,Chiapa de Corzo,214
1,Población Económicamente Activa,1,Población Ocupada,7031,Chilón,21
1,Población Económicamente Activa,1,Población Ocupada,7034,Frontera Comalapa,23
1,Población Económicamente Activa,1,Población Ocupada,7037,Huehuetán,60
1,Población Económicamente Activa,1,Población Ocupada,7040,Huixtla,98
1,Población Económicamente Activa,1,Población Ocupada,7041,La Independencia,54
1,Población Económicamente Activa,1,Población Ocupada,7045,Ixtapangajoya,26
1,Población Económicamente Activa,1,Población Ocupada,7048,Juárez,21
1,Población Económicamente Activa,1,Población Ocupada,7051,Mapastepec,28
1,Población Económicamente Activa,1,Población Ocupada,7052,Las Margaritas,89
1,Población Económicamente Activa,1,Población Ocupada,7054,Mazatán,3
1,Población Económicamente Activa,1,Población Ocupada,7055,Metapa,27
1,Población Económicamente Activa,1,Población Ocupada,7056,Mitontic,25
1,Población Económicamente Activa,1,Población Ocupada,7057,Motozintla,23
1,Población Económicamente Activa,1,Población Ocupada,7059,Ocosingo,77
1,Población Económicamente Activa,1,Población Ocupada,7061,Ocozocoautla de Espinosa,30
1,Población Económicamente Activa,1,Población Ocupada,7063,Osumacinta,27
1,Población Económicamente Activa,1,Población Ocupada,7065,Palenque,91
1,Población Económicamente Activa,1,Población Ocupada,7068,Pichucalco,25
1,Población Económicamente Activa,1,Población Ocupada,7069,Pijijiapan,46
1,Población Económicamente Activa,1,Población Ocupada,7070,El Porvenir,2
1,Población Económicamente Activa,1,Población Ocupada,7076,Sabanilla,17
1,Población Económicamente Activa,1,Población Ocupada,7077,Salto de Agua,32
1,Población Económicamente Activa,1,Población Ocupada,7078,San Cristóbal de las Casas,212
1,Población Económicamente Activa,1,Población Ocupada,7080,Siltepec,59
1,Población Económicamente Activa,1,Población Ocupada,7086,Suchiapa,18
1,Población Económicamente Activa,1,Población Ocupada,7087,Suchiate,45
1,Población Económicamente Activa,1,Población Ocupada,7089,Tapachula,2620
1,Población Económicamente Activa,1,Población Ocupada,7092,Tecpatán,26
1,Población Económicamente Activa,1,Población Ocupada,7097,Tonalá,126
1,Población Económicamente Activa,1,Población Ocupada,7099,La Trinitaria,32
1,Población Económicamente Activa,1,Población Ocupada,7101,Tuxtla Gutiérrez,2673
1,Población Económicamente Activa,1,Población Ocupada,7102,Tuxtla Chico,48
1,Población Económicamente Activa,1,Población Ocupada,7103,Tuzantán,30
1,Población Económicamente Activa,1,Población Ocupada,7105,Unión Juárez,68
1,Población Económicamente Activa,1,Población Ocupada,7106,Venustiano Carranza,60
1,Población Económicamente Activa,1,Población Ocupada,7107,Villa Corzo,101
1,Población Económicamente Activa,1,Población Ocupada,7108,Villaflores,46
1,Población Económicamente Activa,1,Población Ocupada,7109,Yajalón,28
1,Población Económicamente Activa,1,Población Ocupada,7113,Aldama,22
1,Población Económicamente Activa,1,Población Ocupada,7114,Benemérito de las Américas,21
1,Población Económicamente Activa,1,Población Ocupada,7117,Montecristo de Guerrero,24
1,Población Económicamente Activa,1,Población Ocupada,8001,Ahumada,27
1,Población Económicamente Activa,1,Población Ocupada,8004,Aquiles Serdán,46
1,Población Económicamente Activa,1,Población Ocupada,8005,Ascensión,21
1,Población Económicamente Activa,1,Población Ocupada,8011,Camargo,31
1,Población Económicamente Activa,1,Población Ocupada,8013,Casas Grandes,11
1,Población Económicamente Activa,1,Población Ocupada,8014,Coronado,23
1,Población Económicamente Activa,1,Población Ocupada,8017,Cuauhtémoc,93
1,Población Económicamente Activa,1,Población Ocupada,8019,Chihuahua,2526
1,Población Económicamente Activa,1,Población Ocupada,8020,Chínipas,22
1,Población Económicamente Activa,1,Población Ocupada,8021,Delicias,81
1,Población Económicamente Activa,1,Población Ocupada,8027,Guachochi,57
1,Población Económicamente Activa,1,Población Ocupada,8031,Guerrero,16
1,Población Económicamente Activa,1,Población Ocupada,8032,Hidalgo del Parral,78
1,Población Económicamente Activa,1,Población Ocupada,8033,Huejotitán,24
1,Población Económicamente Activa,1,Población Ocupada,8035,Janos,24
1,Población Económicamente Activa,1,Población Ocupada,8036,Jiménez,25
1,Población Económicamente Activa,1,Población Ocupada,8037,Juárez,2195
1,Población Económicamente Activa,1,Población Ocupada,8039,López,24
1,Población Económicamente Activa,1,Población Ocupada,8040,Madera,29
1,Población Económicamente Activa,1,Población Ocupada,8042,Manuel Benavides,18
1,Población Económicamente Activa,1,Población Ocupada,8045,Meoqui,53
1,Población Económicamente Activa,1,Población Ocupada,8050,Nuevo Casas Grandes,55
1,Población Económicamente Activa,1,Población Ocupada,8055,Rosales,28
1,Población Económicamente Activa,1,Población Ocupada,8060,Santa Bárbara,42
1,Población Económicamente Activa,1,Población Ocupada,8062,Saucillo,67
1,Población Económicamente Activa,1,Población Ocupada,9002,Azcapotzalco,170
1,Población Económicamente Activa,1,Población Ocupada,9003,Coyoacán,287
1,Población Económicamente Activa,1,Población Ocupada,9004,Cuajimalpa de Morelos,111
1,Población Económicamente Activa,1,Población Ocupada,9005,Gustavo A. Madero,486
1,Población Económicamente Activa,1,Población Ocupada,9006,Iztacalco,120
1,Población Económicamente Activa,1,Población Ocupada,9007,Iztapalapa,599
1,Población Económicamente Activa,1,Población Ocupada,9008,La Magdalena Contreras,121
1,Población Económicamente Activa,1,Población Ocupada,9009,Milpa Alta,69
1,Población Económicamente Activa,1,Población Ocupada,9010,Álvaro Obregón,396
1,Población Económicamente Activa,1,Población Ocupada,9011,Tláhuac,148
1,Población Económicamente Activa,1,Población Ocupada,9012,Tlalpan,280
1,Población Económicamente Activa,1,Población Ocupada,9013,Xochimilco,290
1,Población Económicamente Activa,1,Población Ocupada,9014,Benito Juárez,146
1,Población Económicamente Activa,1,Población Ocupada,9015,Cuauhtémoc,240
1,Población Económicamente Activa,1,Población Ocupada,9016,Miguel Hidalgo,84
1,Población Económicamente Activa,1,Población Ocupada,9017,Venustiano Carranza,175
1,Población Económicamente Activa,1,Población Ocupada,10001,Canatlán,61
1,Población Económicamente Activa,1,Población Ocupada,10003,Coneto de Comonfort,24
1,Población Económicamente Activa,1,Población Ocupada,10004,Cuencamé,77
1,Población Económicamente Activa,1,Población Ocupada,10005,Durango,2147
1,Población Económicamente Activa,1,Población Ocupada,10007,Gómez Palacio,883
1,Población Económicamente Activa,1,Población Ocupada,10008,Guadalupe Victoria,27
1,Población Económicamente Activa,1,Población Ocupada,10012,Lerdo,202
1,Población Económicamente Activa,1,Población Ocupada,10013,Mapimí,44
1,Población Económicamente Activa,1,Población Ocupada,10014,Mezquital,17
1,Población Económicamente Activa,1,Población Ocupada,10016,Nombre de Dios,27
1,Población Económicamente Activa,1,Población Ocupada,10020,Pánuco de Coronado,100
1,Población Económicamente Activa,1,Población Ocupada,10021,Peñón Blanco,49
1,Población Económicamente Activa,1,Población Ocupada,10022,Poanas,27
1,Población Económicamente Activa,1,Población Ocupada,10023,Pueblo Nuevo,18
1,Población Económicamente Activa,1,Población Ocupada,10024,Rodeo,29
1,Población Económicamente Activa,1,Población Ocupada,10026,San Dimas,37
1,Población Económicamente Activa,1,Población Ocupada,10027,San Juan de Guadalupe,50
1,Población Económicamente Activa,1,Población Ocupada,10028,San Juan del Río,21
1,Población Económicamente Activa,1,Población Ocupada,10032,Santiago Papasquiaro,112
1,Población Económicamente Activa,1,Población Ocupada,10035,Tepehuanes,20
1,Población Económicamente Activa,1,Población Ocupada,10036,Tlahualilo,46
1,Población Económicamente Activa,1,Población Ocupada,11001,Abasolo,39
1,Población Económicamente Activa,1,Población Ocupada,11002,Acámbaro,54
1,Población Económicamente Activa,1,Población Ocupada,11003,San Miguel de Allende,82
1,Población Económicamente Activa,1,Población Ocupada,11004,Apaseo el Alto,16
1,Población Económicamente Activa,1,Población Ocupada,11005,Apaseo el Grande,27
1,Población Económicamente Activa,1,Población Ocupada,11007,Celaya,226
1,Población Económicamente Activa,1,Población Ocupada,11008,Manuel Doblado,22
1,Población Económicamente Activa,1,Población Ocupada,11011,Cortazar,25
1,Población Económicamente Activa,1,Población Ocupada,11013,Doctor Mora,33
1,Población Económicamente Activa,1,Población Ocupada,11014,Dolores Hidalgo Cuna de la Independencia Nacional,138
1,Población Económicamente Activa,1,Población Ocupada,11015,Guanajuato,98
1,Población Económicamente Activa,1,Población Ocupada,11017,Irapuato,247
1,Población Económicamente Activa,1,Población Ocupada,11019,Jerécuaro,38
1,Población Económicamente Activa,1,Población Ocupada,11020,León,4493
1,Población Económicamente Activa,1,Población Ocupada,11021,Moroleón,14
1,Población Económicamente Activa,1,Población Ocupada,11022,Ocampo,22
1,Población Económicamente Activa,1,Población Ocupada,11023,Pénjamo,109
1,Población Económicamente Activa,1,Población Ocupada,11024,Pueblo Nuevo,25
1,Población Económicamente Activa,1,Población Ocupada,11025,Purísima del Rincón,222
1,Población Económicamente Activa,1,Población Ocupada,11027,Salamanca,200
1,Población Económicamente Activa,1,Población Ocupada,11029,San Diego de la Unión,35
1,Población Económicamente Activa,1,Población Ocupada,11030,San Felipe,75
1,Población Económicamente Activa,1,Población Ocupada,11031,San Francisco del Rincón,218
1,Población Económicamente Activa,1,Población Ocupada,11032,San José Iturbide,103
1,Población Económicamente Activa,1,Población Ocupada,11033,San Luis de la Paz,127
1,Población Económicamente Activa,1,Población Ocupada,11034,Santa Catarina,21
1,Población Económicamente Activa,1,Población Ocupada,11035,Santa Cruz de Juventino Rosas,24
1,Población Económicamente Activa,1,Población Ocupada,11037,Silao de la Victoria,60
1,Población Económicamente Activa,1,Población Ocupada,11039,Tarimoro,63
1,Población Económicamente Activa,1,Población Ocupada,11042,Valle de Santiago,100
1,Población Económicamente Activa,1,Población Ocupada,11044,Villagrán,25
1,Población Económicamente Activa,1,Población Ocupada,11046,Yuriria,27
1,Población Económicamente Activa,1,Población Ocupada,12001,Acapulco de Juárez,1886
1,Población Económicamente Activa,1,Población Ocupada,12024,Cualác,24
1,Población Económicamente Activa,1,Población Ocupada,12027,Cutzamala de Pinzón,22
1,Población Económicamente Activa,1,Población Ocupada,12029,Chilpancingo de los Bravo,72
1,Población Económicamente Activa,1,Población Ocupada,12030,Florencio Villarreal,25
1,Población Económicamente Activa,1,Población Ocupada,12032,General Heliodoro Castillo,21
1,Población Económicamente Activa,1,Población Ocupada,12034,Huitzuco de los Figueroa,30
1,Población Económicamente Activa,1,Población Ocupada,12035,Iguala de la Independencia,78
1,Población Económicamente Activa,1,Población Ocupada,12038,Zihuatanejo de Azueta,94
1,Población Económicamente Activa,1,Población Ocupada,12045,Olinalá,26
1,Población Económicamente Activa,1,Población Ocupada,12048,Petatlán,40
1,Población Económicamente Activa,1,Población Ocupada,12050,Pungarabato,36
1,Población Económicamente Activa,1,Población Ocupada,12053,San Marcos,58
1,Población Económicamente Activa,1,Población Ocupada,12056,Tecoanapa,28
1,Población Económicamente Activa,1,Población Ocupada,12059,Tepecoacuilco de Trujano,20
1,Población Económicamente Activa,1,Población Ocupada,12060,Tetipac,22
1,Población Económicamente Activa,1,Población Ocupada,12061,Tixtla de Guerrero,56
1,Población Económicamente Activa,1,Población Ocupada,12062,Tlacoachistlahuaca,25
1,Población Económicamente Activa,1,Población Ocupada,12064,Tlalchapa,42
1,Población Económicamente Activa,1,Población Ocupada,12065,Tlalixtaquilla de Maldonado,28
1,Población Económicamente Activa,1,Población Ocupada,12074,Zitlala,30
1,Población Económicamente Activa,1,Población Ocupada,12078,Cochoapa el Grande,20
1,Población Económicamente Activa,1,Población Ocupada,13001,Acatlán,60
1,Población Económicamente Activa,1,Población Ocupada,13002,Acaxochitlán,23
1,Población Económicamente Activa,1,Población Ocupada,13003,Actopan,29
1,Población Económicamente Activa,1,Población Ocupada,13004,Agua Blanca de Iturbide,46
1,Población Económicamente Activa,1,Población Ocupada,13007,Almoloya,27
1,Población Económicamente Activa,1,Población Ocupada,13008,Apan,22
1,Población Económicamente Activa,1,Población Ocupada,13010,Atitalaquia,28
1,Población Económicamente Activa,1,Población Ocupada,13011,Atlapexco,25
1,Población Económicamente Activa,1,Población Ocupada,13012,Atotonilco el Grande,22
1,Población Económicamente Activa,1,Población Ocupada,13013,Atotonilco de Tula,67
1,Población Económicamente Activa,1,Población Ocupada,13014,Calnali,32
1,Población Económicamente Activa,1,Población Ocupada,13016,Cuautepec de Hinojosa,29
1,Población Económicamente Activa,1,Población Ocupada,13018,Chapulhuacán,2
1,Población Económicamente Activa,1,Población Ocupada,13019,Chilcuautla,30
1,Población Económicamente Activa,1,Población Ocupada,13025,Huautla,12
1,Población Económicamente Activa,1,Población Ocupada,13028,Huejutla de Reyes,83
1,Población Económicamente Activa,1,Población Ocupada,13029,Huichapan,71
1,Población Económicamente Activa,1,Población Ocupada,13030,Ixmiquilpan,99
1,Población Económicamente Activa,1,Población Ocupada,13032,Jaltocán,1
1,Población Económicamente Activa,1,Población Ocupada,13036,San Agustín Metzquititlán,11
1,Población Económicamente Activa,1,Población Ocupada,13041,Mixquiahuala de Juárez,51
1,Población Económicamente Activa,1,Población Ocupada,13046,San Felipe Orizatlán,33
1,Población Económicamente Activa,1,Población Ocupada,13047,Pacula,13
1,Población Económicamente Activa,1,Población Ocupada,13048,Pachuca de Soto,1749
1,Población Económicamente Activa,1,Población Ocupada,13050,Progreso de Obregón,36
1,Población Económicamente Activa,1,Población Ocupada,13051,Mineral de la Reforma,720
1,Población Económicamente Activa,1,Población Ocupada,13052,San Agustín Tlaxiaca,8
1,Población Económicamente Activa,1,Población Ocupada,13053,San Bartolo Tutotepec,49
1,Población Económicamente Activa,1,Población Ocupada,13054,San Salvador,22
1,Población Económicamente Activa,1,Población Ocupada,13055,Santiago de Anaya,56
1,Población Económicamente Activa,1,Población Ocupada,13056,Santiago Tulantepec de Lugo Guerrero,27
1,Población Económicamente Activa,1,Población Ocupada,13058,Tasquillo,57
1,Población Económicamente Activa,1,Población Ocupada,13059,Tecozautla,42
1,Población Económicamente Activa,1,Población Ocupada,13061,Tepeapulco,50
1,Población Económicamente Activa,1,Población Ocupada,13063,Tepeji del Río de Ocampo,51
1,Población Económicamente Activa,1,Población Ocupada,13069,Tizayuca,147
1,Población Económicamente Activa,1,Población Ocupada,13070,Tlahuelilpan,22
1,Población Económicamente Activa,1,Población Ocupada,13071,Tlahuiltepa,17
1,Población Económicamente Activa,1,Población Ocupada,13073,Tlanchinol,33
1,Población Económicamente Activa,1,Población Ocupada,13074,Tlaxcoapan,32
1,Población Económicamente Activa,1,Población Ocupada,13076,Tula de Allende,74
1,Población Económicamente Activa,1,Población Ocupada,13077,Tulancingo de Bravo,125
1,Población Económicamente Activa,1,Población Ocupada,13078,Xochiatipan,21
1,Población Económicamente Activa,1,Población Ocupada,13081,Zacualtipán de Ángeles,30
1,Población Económicamente Activa,1,Población Ocupada,13083,Zempoala,26
1,Población Económicamente Activa,1,Población Ocupada,13084,Zimapán,21
1,Población Económicamente Activa,1,Población Ocupada,14003,Ahualulco de Mercado,22
1,Población Económicamente Activa,1,Población Ocupada,14007,San Juanito de Escobedo,30
1,Población Económicamente Activa,1,Población Ocupada,14013,Atotonilco el Alto,34
1,Población Económicamente Activa,1,Población Ocupada,14015,Autlán de Navarro,39
1,Población Económicamente Activa,1,Población Ocupada,14021,Casimiro Castillo,22
1,Población Económicamente Activa,1,Población Ocupada,14022,Cihuatlán,21
1,Población Económicamente Activa,1,Población Ocupada,14023,Zapotlán el Grande,95
1,Población Económicamente Activa,1,Población Ocupada,14024,Cocula,32
1,Población Económicamente Activa,1,Población Ocupada,14027,Cuautitlán de García Barragán,26
1,Población Económicamente Activa,1,Población Ocupada,14030,Chapala,82
1,Población Económicamente Activa,1,Población Ocupada,14031,Chimaltitán,9
1,Población Económicamente Activa,1,Población Ocupada,14032,Chiquilistlán,39
1,Población Económicamente Activa,1,Población Ocupada,14035,Encarnación de Díaz,37
1,Población Económicamente Activa,1,Población Ocupada,14036,Etzatlán,38
1,Población Económicamente Activa,1,Población Ocupada,14037,El Grullo,49
1,Población Económicamente Activa,1,Población Ocupada,14038,Guachinango,17
1,Población Económicamente Activa,1,Población Ocupada,14039,Guadalajara,1323
1,Población Económicamente Activa,1,Población Ocupada,14045,Ixtlahuacán del Río,26
1,Población Económicamente Activa,1,Población Ocupada,14046,Jalostotitlán,18
1,Población Económicamente Activa,1,Población Ocupada,14047,Jamay,31
1,Población Económicamente Activa,1,Población Ocupada,14050,Jocotepec,35
1,Población Económicamente Activa,1,Población Ocupada,14053,Lagos de Moreno,27
1,Población Económicamente Activa,1,Población Ocupada,14058,Mascota,24
1,Población Económicamente Activa,1,Población Ocupada,14059,Mazamitla,24
1,Población Económicamente Activa,1,Población Ocupada,14063,Ocotlán,53
1,Población Económicamente Activa,1,Población Ocupada,14064,Ojuelos de Jalisco,31
1,Población Económicamente Activa,1,Población Ocupada,14067,Puerto Vallarta,115
1,Población Económicamente Activa,1,Población Ocupada,14070,El Salto,116
1,Población Económicamente Activa,1,Población Ocupada,14073,San Juan de los Lagos,36
1,Población Económicamente Activa,1,Población Ocupada,14074,San Julián,12
1,Población Económicamente Activa,1,Población Ocupada,14083,Tala,45
1,Población Económicamente Activa,1,Población Ocupada,14091,Teocaltiche,29
1,Población Económicamente Activa,1,Población Ocupada,14093,Tepatitlán de Morelos,114
1,Población Económicamente Activa,1,Población Ocupada,14096,Tizapán el Alto,22
1,Población Económicamente Activa,1,Población Ocupada,14097,Tlajomulco de Zúñiga,315
1,Población Económicamente Activa,1,Población Ocupada,14098,San Pedro Tlaquepaque,777
1,Población Económicamente Activa,1,Población Ocupada,14100,Tomatlán,43
1,Población Económicamente Activa,1,Población Ocupada,14101,Tonalá,665
1,Población Económicamente Activa,1,Población Ocupada,14105,Tototlán,36
1,Población Económicamente Activa,1,Población Ocupada,14115,Villa Guerrero,10
1,Población Económicamente Activa,1,Población Ocupada,14116,Villa Hidalgo,36
1,Población Económicamente Activa,1,Población Ocupada,14120,Zapopan,1158
1,Población Económicamente Activa,1,Población Ocupada,14124,Zapotlanejo,30
1,Población Económicamente Activa,1,Población Ocupada,14125,San Ignacio Cerro Gordo,27
1,Población Económicamente Activa,1,Población Ocupada,15002,Acolman,88
1,Población Económicamente Activa,1,Población Ocupada,15005,Almoloya de Juárez,79
1,Población Económicamente Activa,1,Población Ocupada,15007,Amanalco,23
1,Población Económicamente Activa,1,Población Ocupada,15010,Apaxco,56
1,Población Económicamente Activa,1,Población Ocupada,15011,Atenco,23
1,Población Económicamente Activa,1,Población Ocupada,15013,Atizapán de Zaragoza,122
1,Población Económicamente Activa,1,Población Ocupada,15015,Atlautla,3
1,Población Económicamente Activa,1,Población Ocupada,15018,Calimaya,62
1,Población Económicamente Activa,1,Población Ocupada,15020,Coacalco de Berriozábal,73
1,Población Económicamente Activa,1,Población Ocupada,15021,Coatepec Harinas,52
1,Población Económicamente Activa,1,Población Ocupada,15024,Cuautitlán,12
1,Población Económicamente Activa,1,Población Ocupada,15025,Chalco,90
1,Población Económicamente Activa,1,Población Ocupada,15026,Chapa de Mota,35
1,Población Económicamente Activa,1,Población Ocupada,15028,Chiautla,3
1,Población Económicamente Activa,1,Población Ocupada,15029,Chicoloapan,7
1,Población Económicamente Activa,1,Población Ocupada,15030,Chiconcuac,3
1,Población Económicamente Activa,1,Población Ocupada,15031,Chimalhuacán,179
1,Población Económicamente Activa,1,Población Ocupada,15033,Ecatepec de Morelos,450
1,Población Económicamente Activa,1,Población Ocupada,15035,Huehuetoca,27
1,Población Económicamente Activa,1,Población Ocupada,15037,Huixquilucan,45
1,Población Económicamente Activa,1,Población Ocupada,15039,Ixtapaluca,79
1,Población Económicamente Activa,1,Población Ocupada,15040,Ixtapan de la Sal,27
1,Población Económicamente Activa,1,Población Ocupada,15045,Jilotepec,7
1,Población Económicamente Activa,1,Población Ocupada,15047,Jiquipilco,63
1,Población Económicamente Activa,1,Población Ocupada,15051,Lerma,114
1,Población Económicamente Activa,1,Población Ocupada,15053,Melchor Ocampo,15
1,Población Económicamente Activa,1,Población Ocupada,15054,Metepec,410
1,Población Económicamente Activa,1,Población Ocupada,15055,Mexicaltzingo,6
1,Población Económicamente Activa,1,Población Ocupada,15057,Naucalpan de Juárez,122
1,Población Económicamente Activa,1,Población Ocupada,15058,Nezahualcóyotl,181
1,Población Económicamente Activa,1,Población Ocupada,15059,Nextlalpan,42
1,Población Económicamente Activa,1,Población Ocupada,15060,Nicolás Romero,16
1,Población Económicamente Activa,1,Población Ocupada,15062,Ocoyoacac,29
1,Población Económicamente Activa,1,Población Ocupada,15067,Otzolotepec,44
1,Población Económicamente Activa,1,Población Ocupada,15068,Ozumba,30
1,Población Económicamente Activa,1,Población Ocupada,15070,La Paz,39
1,Población Económicamente Activa,1,Población Ocupada,15076,San Mateo Atenco,154
1,Población Económicamente Activa,1,Población Ocupada,15079,Soyaniquilpan de Juárez,16
1,Población Económicamente Activa,1,Población Ocupada,15081,Tecámac,94
1,Población Económicamente Activa,1,Población Ocupada,15082,Tejupilco,22
1,Población Económicamente Activa,1,Población Ocupada,15084,Temascalapa,27
1,Población Económicamente Activa,1,Población Ocupada,15085,Temascalcingo,18
1,Población Económicamente Activa,1,Población Ocupada,15087,Temoaya,39
1,Población Económicamente Activa,1,Población Ocupada,15088,Tenancingo,35
1,Población Económicamente Activa,1,Población Ocupada,15090,Tenango del Valle,6
1,Población Económicamente Activa,1,Población Ocupada,15092,Teotihuacán,22
1,Población Económicamente Activa,1,Población Ocupada,15101,Tianguistenco,34
1,Población Económicamente Activa,1,Población Ocupada,15103,Tlalmanalco,28
1,Población Económicamente Activa,1,Población Ocupada,15104,Tlalnepantla de Baz,142
1,Población Económicamente Activa,1,Población Ocupada,15106,Toluca,1682
1,Población Económicamente Activa,1,Población Ocupada,15108,Tultepec,33
1,Población Económicamente Activa,1,Población Ocupada,15109,Tultitlán,103
1,Población Económicamente Activa,1,Población Ocupada,15111,Villa de Allende,23
1,Población Económicamente Activa,1,Población Ocupada,15115,Xonacatlán,32
1,Población Económicamente Activa,1,Población Ocupada,15118,Zinacantepec,230
1,Población Económicamente Activa,1,Población Ocupada,15120,Zumpango,14
1,Población Económicamente Activa,1,Población Ocupada,15121,Cuautitlán Izcalli,134
1,Población Económicamente Activa,1,Población Ocupada,15122,Valle de Chalco Solidaridad,72
1,Población Económicamente Activa,1,Población Ocupada,15123,Luvianos,20
1,Población Económicamente Activa,1,Población Ocupada,15124,San José del Rincón,50
1,Población Económicamente Activa,1,Población Ocupada,16006,Apatzingán,28
1,Población Económicamente Activa,1,Población Ocupada,16009,Ario,18
1,Población Económicamente Activa,1,Población Ocupada,16016,Coeneo,12
1,Población Económicamente Activa,1,Población Ocupada,16021,Charapan,3
1,Población Económicamente Activa,1,Población Ocupada,16025,Chilchota,28
1,Población Económicamente Activa,1,Población Ocupada,16034,Hidalgo,16
1,Población Económicamente Activa,1,Población Ocupada,16038,Huetamo,46
1,Población Económicamente Activa,1,Población Ocupada,16043,Jacona,7
