Salary Group ID,Salary Group,Number of Inhabitants,Municipality ID,Municipality,Households
3,$3k - $4k,3,1006,Pabellón de Arteaga,161
3,$3k - $4k,3,1007,Rincón de Romos,197
3,$3k - $4k,3,1009,Tepezalá,455
3,$3k - $4k,3,1010,El Llano,351
3,$3k - $4k,3,1011,San Francisco de los Romo,359
3,$3k - $4k,3,2001,Ensenada,1401
3,$3k - $4k,3,2002,Mexicali,7723
3,$3k - $4k,3,2003,Tecate,833
3,$3k - $4k,3,2004,Tijuana,4831
3,$3k - $4k,3,2005,Playas de Rosarito,39
3,$3k - $4k,3,3001,Comondú,737
3,$3k - $4k,3,3002,Mulegé,313
3,$3k - $4k,3,3003,La Paz,1073
3,$3k - $4k,3,3008,Los Cabos,1125
3,$3k - $4k,3,3009,Loreto,125
3,$3k - $4k,3,4001,Calkiní,99
3,$3k - $4k,3,4002,Campeche,2140
3,$3k - $4k,3,4003,Carmen,1730
3,$3k - $4k,3,4004,Champotón,608
3,$3k - $4k,3,4006,Hopelchén,214
3,$3k - $4k,3,4008,Tenabo,274
3,$3k - $4k,3,4009,Escárcega,807
3,$3k - $4k,3,4010,Calakmul,814
3,$3k - $4k,3,4011,Candelaria,168
3,$3k - $4k,3,5002,Acuña,242
3,$3k - $4k,3,5006,Castaños,89
3,$3k - $4k,3,5009,Francisco I. Madero,105
3,$3k - $4k,3,5014,Jiménez,136
3,$3k - $4k,3,5017,Matamoros,354
3,$3k - $4k,3,5018,Monclova,854
3,$3k - $4k,3,5020,Múzquiz,215
3,$3k - $4k,3,5024,Parras,142
3,$3k - $4k,3,5030,Saltillo,2784
3,$3k - $4k,3,5033,San Pedro,1268
3,$3k - $4k,3,5035,Torreón,1434
3,$3k - $4k,3,5036,Viesca,230
3,$3k - $4k,3,6001,Armería,243
3,$3k - $4k,3,6002,Colima,1345
3,$3k - $4k,3,6003,Comala,186
3,$3k - $4k,3,6004,Coquimatlán,67
3,$3k - $4k,3,6005,Cuauhtémoc,175
3,$3k - $4k,3,6006,Ixtlahuacán,112
3,$3k - $4k,3,6007,Manzanillo,1085
3,$3k - $4k,3,6009,Tecomán,1788
3,$3k - $4k,3,6010,Villa de Álvarez,682
3,$3k - $4k,3,7001,Acacoyagua,684
3,$3k - $4k,3,7002,Acala,1364
3,$3k - $4k,3,7009,Arriaga,620
3,$3k - $4k,3,7015,Cacahoatán,2190
3,$3k - $4k,3,7019,Comitán de Domínguez,680
3,$3k - $4k,3,7021,Copainalá,667
3,$3k - $4k,3,7029,Chicoasén,722
3,$3k - $4k,3,7034,Frontera Comalapa,753
3,$3k - $4k,3,7046,Jiquipilas,676
3,$3k - $4k,3,7048,Juárez,666
3,$3k - $4k,3,7053,Mazapa de Madero,695
3,$3k - $4k,3,7061,Ocozocoautla de Espinosa,748
3,$3k - $4k,3,7065,Palenque,2194
3,$3k - $4k,3,7068,Pichucalco,1610
3,$3k - $4k,3,7069,Pijijiapan,651
3,$3k - $4k,3,7075,Las Rosas,866
3,$3k - $4k,3,7078,San Cristóbal de las Casas,4275
3,$3k - $4k,3,7079,San Fernando,785
3,$3k - $4k,3,7083,Socoltenango,658
3,$3k - $4k,3,7084,Solosuchiapa,745
3,$3k - $4k,3,7089,Tapachula,2894
3,$3k - $4k,3,7101,Tuxtla Gutiérrez,3436
3,$3k - $4k,3,7102,Tuxtla Chico,646
3,$3k - $4k,3,7103,Tuzantán,596
3,$3k - $4k,3,7107,Villa Corzo,653
3,$3k - $4k,3,7108,Villaflores,2953
3,$3k - $4k,3,8002,Aldama,228
3,$3k - $4k,3,8006,Bachíniva,195
3,$3k - $4k,3,8008,Batopilas de Manuel Gómez Morín,742
3,$3k - $4k,3,8009,Bocoyna,969
3,$3k - $4k,3,8011,Camargo,1497
3,$3k - $4k,3,8016,La Cruz,418
3,$3k - $4k,3,8017,Cuauhtémoc,121
3,$3k - $4k,3,8019,Chihuahua,4374
3,$3k - $4k,3,8020,Chínipas,74
3,$3k - $4k,3,8021,Delicias,1494
3,$3k - $4k,3,8025,Gómez Farías,104
3,$3k - $4k,3,8027,Guachochi,445
3,$3k - $4k,3,8030,Guazapares,250
3,$3k - $4k,3,8031,Guerrero,934
3,$3k - $4k,3,8032,Hidalgo del Parral,729
3,$3k - $4k,3,8035,Janos,585
3,$3k - $4k,3,8036,Jiménez,733
3,$3k - $4k,3,8037,Juárez,5880
3,$3k - $4k,3,8040,Madera,172
3,$3k - $4k,3,8043,Matachí,85
3,$3k - $4k,3,8048,Namiquipa,219
3,$3k - $4k,3,8051,Ocampo,138
3,$3k - $4k,3,8052,Ojinaga,103
3,$3k - $4k,3,8053,Praxedis G. Guerrero,197
3,$3k - $4k,3,8062,Saucillo,896
3,$3k - $4k,3,8064,El Tule,200
3,$3k - $4k,3,9002,Azcapotzalco,1701
3,$3k - $4k,3,9003,Coyoacán,1531
3,$3k - $4k,3,9005,Gustavo A. Madero,9586
3,$3k - $4k,3,9006,Iztacalco,1849
3,$3k - $4k,3,9007,Iztapalapa,15469
3,$3k - $4k,3,9009,Milpa Alta,36
3,$3k - $4k,3,9010,Álvaro Obregón,2911
3,$3k - $4k,3,9011,Tláhuac,2797
3,$3k - $4k,3,9012,Tlalpan,5864
3,$3k - $4k,3,9015,Cuauhtémoc,2894
3,$3k - $4k,3,9016,Miguel Hidalgo,1353
3,$3k - $4k,3,9017,Venustiano Carranza,4544
3,$3k - $4k,3,10004,Cuencamé,917
3,$3k - $4k,3,10005,Durango,3607
3,$3k - $4k,3,10006,General Simón Bolívar,307
3,$3k - $4k,3,10007,Gómez Palacio,2178
3,$3k - $4k,3,10009,Guanaceví,311
3,$3k - $4k,3,10012,Lerdo,454
3,$3k - $4k,3,10013,Mapimí,192
3,$3k - $4k,3,10015,Nazas,388
3,$3k - $4k,3,10020,Pánuco de Coronado,175
3,$3k - $4k,3,10022,Poanas,444
3,$3k - $4k,3,10023,Pueblo Nuevo,492
3,$3k - $4k,3,10028,San Juan del Río,294
3,$3k - $4k,3,10032,Santiago Papasquiaro,200
3,$3k - $4k,3,11001,Abasolo,1654
3,$3k - $4k,3,11002,Acámbaro,358
3,$3k - $4k,3,11003,San Miguel de Allende,1212
3,$3k - $4k,3,11007,Celaya,4455
3,$3k - $4k,3,11008,Manuel Doblado,640
3,$3k - $4k,3,11009,Comonfort,2307
3,$3k - $4k,3,11014,Dolores Hidalgo Cuna de la Independencia Nacional,342
3,$3k - $4k,3,11015,Guanajuato,682
3,$3k - $4k,3,11017,Irapuato,1131
3,$3k - $4k,3,11018,Jaral del Progreso,1306
3,$3k - $4k,3,11019,Jerécuaro,1185
3,$3k - $4k,3,11020,León,8037
3,$3k - $4k,3,11023,Pénjamo,277
3,$3k - $4k,3,11027,Salamanca,4930
3,$3k - $4k,3,11028,Salvatierra,302
3,$3k - $4k,3,11030,San Felipe,1078
3,$3k - $4k,3,11031,San Francisco del Rincón,805
3,$3k - $4k,3,11032,San José Iturbide,1412
3,$3k - $4k,3,11035,Santa Cruz de Juventino Rosas,682
3,$3k - $4k,3,11037,Silao de la Victoria,1186
3,$3k - $4k,3,11041,Uriangato,382
3,$3k - $4k,3,11043,Victoria,270
3,$3k - $4k,3,11046,Yuriria,287
3,$3k - $4k,3,12001,Acapulco de Juárez,10342
3,$3k - $4k,3,12002,Ahuacuotzingo,501
3,$3k - $4k,3,12007,Arcelia,433
3,$3k - $4k,3,12011,Atoyac de Álvarez,3793
3,$3k - $4k,3,12015,Buenavista de Cuéllar,1416
3,$3k - $4k,3,12017,Cocula,1266
3,$3k - $4k,3,12021,Coyuca de Benítez,740
3,$3k - $4k,3,12025,Cuautepec,512
3,$3k - $4k,3,12028,Chilapa de Álvarez,1060
3,$3k - $4k,3,12029,Chilpancingo de los Bravo,927
3,$3k - $4k,3,12034,Huitzuco de los Figueroa,485
3,$3k - $4k,3,12035,Iguala de la Independencia,1405
3,$3k - $4k,3,12038,Zihuatanejo de Azueta,492
3,$3k - $4k,3,12044,Mochitlán,460
3,$3k - $4k,3,12046,Ometepec,501
3,$3k - $4k,3,12052,San Luis Acatlán,487
3,$3k - $4k,3,12055,Taxco de Alarcón,997
3,$3k - $4k,3,12059,Tepecoacuilco de Trujano,534
3,$3k - $4k,3,12062,Tlacoachistlahuaca,569
3,$3k - $4k,3,12066,Tlapa de Comonfort,393
3,$3k - $4k,3,12068,La Unión de Isidoro Montes de Oca,960
3,$3k - $4k,3,12072,Zapotitlán Tablas,475
3,$3k - $4k,3,12074,Zitlala,473
3,$3k - $4k,3,12075,Eduardo Neri,412
3,$3k - $4k,3,13002,Acaxochitlán,347
3,$3k - $4k,3,13004,Agua Blanca de Iturbide,327
3,$3k - $4k,3,13008,Apan,808
3,$3k - $4k,3,13009,El Arenal,473
3,$3k - $4k,3,13012,Atotonilco el Grande,411
3,$3k - $4k,3,13013,Atotonilco de Tula,466
3,$3k - $4k,3,13015,Cardonal,1051
3,$3k - $4k,3,13016,Cuautepec de Hinojosa,274
3,$3k - $4k,3,13018,Chapulhuacán,367
3,$3k - $4k,3,13022,Epazoyucan,523
3,$3k - $4k,3,13026,Huazalingo,396
3,$3k - $4k,3,13028,Huejutla de Reyes,931
3,$3k - $4k,3,13030,Ixmiquilpan,1594
3,$3k - $4k,3,13032,Jaltocán,430
3,$3k - $4k,3,13036,San Agustín Metzquititlán,364
3,$3k - $4k,3,13037,Metztitlán,680
3,$3k - $4k,3,13040,La Misión,296
3,$3k - $4k,3,13041,Mixquiahuala de Juárez,417
3,$3k - $4k,3,13048,Pachuca de Soto,2178
3,$3k - $4k,3,13050,Progreso de Obregón,424
3,$3k - $4k,3,13052,San Agustín Tlaxiaca,1660
3,$3k - $4k,3,13053,San Bartolo Tutotepec,367
3,$3k - $4k,3,13055,Santiago de Anaya,928
3,$3k - $4k,3,13059,Tecozautla,907
3,$3k - $4k,3,13060,Tenango de Doria,291
3,$3k - $4k,3,13062,Tepehuacán de Guerrero,508
3,$3k - $4k,3,13063,Tepeji del Río de Ocampo,762
3,$3k - $4k,3,13064,Tepetitlán,435
3,$3k - $4k,3,13067,Tezontepec de Aldama,909
3,$3k - $4k,3,13069,Tizayuca,791
3,$3k - $4k,3,13070,Tlahuelilpan,605
3,$3k - $4k,3,13073,Tlanchinol,426
3,$3k - $4k,3,13074,Tlaxcoapan,894
3,$3k - $4k,3,13075,Tolcayuca,718
3,$3k - $4k,3,13076,Tula de Allende,1539
3,$3k - $4k,3,13077,Tulancingo de Bravo,1357
3,$3k - $4k,3,13080,Yahualica,460
3,$3k - $4k,3,13081,Zacualtipán de Ángeles,930
3,$3k - $4k,3,13082,Zapotlán de Juárez,843
3,$3k - $4k,3,14002,Acatlán de Juárez,1428
3,$3k - $4k,3,14005,Amatitán,1030
3,$3k - $4k,3,14008,Arandas,1446
3,$3k - $4k,3,14009,El Arenal,1646
3,$3k - $4k,3,14013,Atotonilco el Alto,2163
3,$3k - $4k,3,14023,Zapotlán el Grande,1284
3,$3k - $4k,3,14039,Guadalajara,4973
3,$3k - $4k,3,14045,Ixtlahuacán del Río,479
3,$3k - $4k,3,14059,Mazamitla,910
3,$3k - $4k,3,14069,Quitupan,597
3,$3k - $4k,3,14078,San Miguel el Alto,1143
3,$3k - $4k,3,14087,Tecalitlán,972
3,$3k - $4k,3,14090,Tenamaxtlán,1110
3,$3k - $4k,3,14097,Tlajomulco de Zúñiga,1049
3,$3k - $4k,3,14098,San Pedro Tlaquepaque,2781
3,$3k - $4k,3,14101,Tonalá,1378
3,$3k - $4k,3,14105,Tototlán,999
3,$3k - $4k,3,14107,Tuxcueca,473
3,$3k - $4k,3,14120,Zapopan,3706
3,$3k - $4k,3,14121,Zapotiltic,3613
3,$3k - $4k,3,14124,Zapotlanejo,1627
3,$3k - $4k,3,15001,Acambay de Ruíz Castañeda,348
3,$3k - $4k,3,15002,Acolman,5723
3,$3k - $4k,3,15003,Aculco,453
3,$3k - $4k,3,15011,Atenco,1181
3,$3k - $4k,3,15018,Calimaya,2238
3,$3k - $4k,3,15025,Chalco,2900
3,$3k - $4k,3,15031,Chimalhuacán,2145
3,$3k - $4k,3,15032,Donato Guerra,349
3,$3k - $4k,3,15033,Ecatepec de Morelos,6386
3,$3k - $4k,3,15036,Hueypoxtla,4765
3,$3k - $4k,3,15037,Huixquilucan,1966
3,$3k - $4k,3,15038,Isidro Fabela,407
3,$3k - $4k,3,15039,Ixtapaluca,7942
3,$3k - $4k,3,15040,Ixtapan de la Sal,615
3,$3k - $4k,3,15045,Jilotepec,800
3,$3k - $4k,3,15052,Malinalco,806
3,$3k - $4k,3,15057,Naucalpan de Juárez,3246
3,$3k - $4k,3,15058,Nezahualcóyotl,2289
3,$3k - $4k,3,15063,Ocuilan,520
3,$3k - $4k,3,15070,La Paz,2189
3,$3k - $4k,3,15075,San Martín de las Pirámides,545
3,$3k - $4k,3,15086,Temascaltepec,590
3,$3k - $4k,3,15087,Temoaya,692
3,$3k - $4k,3,15090,Tenango del Valle,431
3,$3k - $4k,3,15092,Teotihuacán,1906
3,$3k - $4k,3,15094,Tepetlixpa,2850
3,$3k - $4k,3,15095,Tepotzotlán,5368
3,$3k - $4k,3,15099,Texcoco,593
3,$3k - $4k,3,15100,Tezoyuca,4070
3,$3k - $4k,3,15105,Tlatlaya,892
3,$3k - $4k,3,15106,Toluca,9286
3,$3k - $4k,3,15109,Tultitlán,10584
3,$3k - $4k,3,15110,Valle de Bravo,415
3,$3k - $4k,3,15111,Villa de Allende,407
3,$3k - $4k,3,15113,Villa Guerrero,8892
3,$3k - $4k,3,15114,Villa Victoria,1236
3,$3k - $4k,3,15115,Xonacatlán,3880
3,$3k - $4k,3,15118,Zinacantepec,2699
3,$3k - $4k,3,15120,Zumpango,515
3,$3k - $4k,3,15121,Cuautitlán Izcalli,3023
3,$3k - $4k,3,15122,Valle de Chalco Solidaridad,2224
3,$3k - $4k,3,15123,Luvianos,516
3,$3k - $4k,3,15124,San José del Rincón,1112
3,$3k - $4k,3,16009,Ario,595
3,$3k - $4k,3,16015,Coalcomán de Vázquez Pallares,783
3,$3k - $4k,3,16017,Contepec,517
3,$3k - $4k,3,16019,Cotija,1276
3,$3k - $4k,3,16020,Cuitzeo,508
3,$3k - $4k,3,16022,Charo,569
3,$3k - $4k,3,16025,Chilchota,992
3,$3k - $4k,3,16031,Epitacio Huerta,660
3,$3k - $4k,3,16033,Gabriel Zamora,885
3,$3k - $4k,3,16034,Hidalgo,2939
3,$3k - $4k,3,16035,La Huacana,656
3,$3k - $4k,3,16044,Jiménez,650
3,$3k - $4k,3,16050,Maravatío,732
3,$3k - $4k,3,16052,Lázaro Cárdenas,782
3,$3k - $4k,3,16053,Morelia,5129
3,$3k - $4k,3,16061,Ocampo,613
3,$3k - $4k,3,16062,Pajacuarán,675
3,$3k - $4k,3,16066,Pátzcuaro,1874
3,$3k - $4k,3,16075,Los Reyes,662
3,$3k - $4k,3,16079,Salvador Escalante,585
3,$3k - $4k,3,16080,Senguio,584
3,$3k - $4k,3,16081,Susupuato,639
3,$3k - $4k,3,16087,Taretan,1931
3,$3k - $4k,3,16089,Tepalcatepec,776
3,$3k - $4k,3,16093,Tlalpujahua,1071
3,$3k - $4k,3,16102,Uruapan,2576
3,$3k - $4k,3,16105,Vista Hermosa,559
3,$3k - $4k,3,16107,Zacapu,1342
3,$3k - $4k,3,16108,Zamora,1536
3,$3k - $4k,3,16110,Zinapécuaro,499
3,$3k - $4k,3,16111,Ziracuaretiro,741
3,$3k - $4k,3,16112,Zitácuaro,2203
3,$3k - $4k,3,17002,Atlatlahucan,189
3,$3k - $4k,3,17003,Axochiapan,298
3,$3k - $4k,3,17004,Ayala,1842
3,$3k - $4k,3,17005,Coatlán del Río,346
3,$3k - $4k,3,17006,Cuautla,1301
3,$3k - $4k,3,17007,Cuernavaca,3454
3,$3k - $4k,3,17008,Emiliano Zapata,1350
3,$3k - $4k,3,17011,Jiutepec,2717
3,$3k - $4k,3,17012,Jojutla,892
3,$3k - $4k,3,17014,Mazatepec,248
3,$3k - $4k,3,17015,Miacatlán,112
3,$3k - $4k,3,17017,Puente de Ixtla,113
3,$3k - $4k,3,17018,Temixco,1629
3,$3k - $4k,3,17019,Tepalcingo,593
3,$3k - $4k,3,17024,Tlaltizapán de Zapata,577
3,$3k - $4k,3,17025,Tlaquiltenango,651
3,$3k - $4k,3,17026,Tlayacapan,472
3,$3k - $4k,3,17028,Xochitepec,1432
3,$3k - $4k,3,17029,Yautepec,872
3,$3k - $4k,3,17030,Yecapixtla,761
3,$3k - $4k,3,17031,Zacatepec,618
3,$3k - $4k,3,18001,Acaponeta,295
3,$3k - $4k,3,18004,Compostela,1247
3,$3k - $4k,3,18005,Huajicori,181
3,$3k - $4k,3,18010,Rosamorada,201
3,$3k - $4k,3,18011,Ruíz,219
3,$3k - $4k,3,18012,San Blas,330
3,$3k - $4k,3,18015,Santiago Ixcuintla,935
3,$3k - $4k,3,18016,Tecuala,361
3,$3k - $4k,3,18017,Tepic,1546
3,$3k - $4k,3,18018,Tuxpan,394
3,$3k - $4k,3,18020,Bahía de Banderas,219
3,$3k - $4k,3,19004,Allende,50
3,$3k - $4k,3,19005,Anáhuac,739
3,$3k - $4k,3,19009,Cadereyta Jiménez,116
3,$3k - $4k,3,19014,Doctor Arroyo,154
3,$3k - $4k,3,19016,Doctor González,40
3,$3k - $4k,3,19018,García,1746
3,$3k - $4k,3,19021,General Escobedo,1169
3,$3k - $4k,3,19022,General Terán,288
3,$3k - $4k,3,19023,General Treviño,59
3,$3k - $4k,3,19027,Los Herreras,30
3,$3k - $4k,3,19031,Juárez,55
3,$3k - $4k,3,19033,Linares,463
3,$3k - $4k,3,19038,Montemorelos,215
3,$3k - $4k,3,19039,Monterrey,2437
3,$3k - $4k,3,19041,Pesquería,153
3,$3k - $4k,3,19042,Los Ramones,46
3,$3k - $4k,3,19048,Santa Catarina,1250
3,$3k - $4k,3,19050,Vallecillo,113
3,$3k - $4k,3,20002,Acatlán de Pérez Figueroa,2641
3,$3k - $4k,3,20015,Coatecas Altas,416
3,$3k - $4k,3,20019,Concepción Pápalo,416
3,$3k - $4k,3,20023,Cuilápam de Guerrero,878
3,$3k - $4k,3,20039,Heroica Ciudad de Huajuapan de León,404
3,$3k - $4k,3,20041,Huautla de Jiménez,974
3,$3k - $4k,3,20043,Juchitán de Zaragoza,1207
3,$3k - $4k,3,20052,Magdalena Tequisistlán,553
3,$3k - $4k,3,20067,Oaxaca de Juárez,596
3,$3k - $4k,3,20072,San José del Progreso,500
3,$3k - $4k,3,20085,San Agustín Loxicha,693
3,$3k - $4k,3,20130,San Dionisio del Mar,1256
3,$3k - $4k,3,20134,San Felipe Jalapa de Díaz,557
3,$3k - $4k,3,20141,San Francisco del Mar,596
3,$3k - $4k,3,20153,San Gabriel Mixtepec,647
3,$3k - $4k,3,20167,San José del Peñasco,508
3,$3k - $4k,3,20184,San Juan Bautista Tuxtepec,1839
3,$3k - $4k,3,20198,San Juan Guichicovi,1702
3,$3k - $4k,3,20278,San Miguel Soyaltepec,432
3,$3k - $4k,3,20330,San Pedro Teutila,414
3,$3k - $4k,3,20344,San Sebastián Coatlán,580
3,$3k - $4k,3,20350,San Sebastián Tutla,652
3,$3k - $4k,3,20364,Santa Catarina Juquila,509
3,$3k - $4k,3,20368,Santa Catarina Minas,473
3,$3k - $4k,3,20385,Santa Cruz Xoxocotlán,1250
3,$3k - $4k,3,20397,Heroica Ciudad de Tlaxiaco,940
3,$3k - $4k,3,20414,Santa María Huazolotitlán,416
3,$3k - $4k,3,20418,Santa María Jalapa del Marqués,540
3,$3k - $4k,3,20454,Santiago Atitlán,658
3,$3k - $4k,3,20469,Santiago Juxtlahuaca,534
3,$3k - $4k,3,20482,Santiago Pinotepa Nacional,635
3,$3k - $4k,3,20549,"Heroica Villa Tezoatlán de Segura y Luna, Cuna de la Independencia de Oaxaca",364
3,$3k - $4k,3,20551,Tlacolula de Matamoros,1536
3,$3k - $4k,3,20570,Zimatlán de Álvarez,556
3,$3k - $4k,3,21013,Altepexi,901
3,$3k - $4k,3,21014,Amixtlán,861
3,$3k - $4k,3,21015,Amozoc,924
3,$3k - $4k,3,21016,Aquixtla,1508
3,$3k - $4k,3,21019,Atlixco,2293
3,$3k - $4k,3,21048,Chiautzingo,2664
3,$3k - $4k,3,21053,Chignahuapan,1732
3,$3k - $4k,3,21062,Epatlán,788
3,$3k - $4k,3,21065,General Felipe Ángeles,837
3,$3k - $4k,3,21069,Huaquechula,832
3,$3k - $4k,3,21071,Huauchinango,1081
3,$3k - $4k,3,21075,Hueyapan,1739
3,$3k - $4k,3,21076,Hueytamalco,1470
3,$3k - $4k,3,21079,Huitziltepec,1009
3,$3k - $4k,3,21082,Ixcaquixtla,944
3,$3k - $4k,3,21085,Izúcar de Matamoros,799
3,$3k - $4k,3,21087,Jolalpan,582
3,$3k - $4k,3,21089,Jopala,1118
3,$3k - $4k,3,21090,Juan C. Bonilla,794
3,$3k - $4k,3,21096,Mazapiltepec de Juárez,901
3,$3k - $4k,3,21099,Cañada Morelos,1898
3,$3k - $4k,3,21106,Ocoyucan,1054
3,$3k - $4k,3,21111,Pantepec,1706
3,$3k - $4k,3,21114,Puebla,12993
3,$3k - $4k,3,21115,Quecholac,2102
3,$3k - $4k,3,21129,San José Miahuatlán,772
3,$3k - $4k,3,21140,San Pedro Cholula,802
3,$3k - $4k,3,21142,San Salvador el Seco,784
3,$3k - $4k,3,21144,San Salvador Huixcolotla,862
3,$3k - $4k,3,21150,Huehuetlán el Grande,944
3,$3k - $4k,3,21153,Tecali de Herrera,876
3,$3k - $4k,3,21154,Tecamachalco,2744
3,$3k - $4k,3,21156,Tehuacán,3120
3,$3k - $4k,3,21174,Teziutlán,1318
3,$3k - $4k,3,21179,Tlachichuca,833
3,$3k - $4k,3,21180,Tlahuapan,2418
3,$3k - $4k,3,21197,Xicotepec,2623
3,$3k - $4k,3,21199,Xiutetelco,947
3,$3k - $4k,3,21205,Yehualtepec,1673
3,$3k - $4k,3,21213,Zihuateutla,4533
3,$3k - $4k,3,22001,Amealco de Bonfil,1024
3,$3k - $4k,3,22004,Cadereyta de Montes,156
3,$3k - $4k,3,22005,Colón,104
3,$3k - $4k,3,22006,Corregidora,391
3,$3k - $4k,3,22007,Ezequiel Montes,153
3,$3k - $4k,3,22008,Huimilpan,185
3,$3k - $4k,3,22010,Landa de Matamoros,179
3,$3k - $4k,3,22011,El Marqués,237
3,$3k - $4k,3,22012,Pedro Escobedo,98
3,$3k - $4k,3,22014,Querétaro,4132
3,$3k - $4k,3,22015,San Joaquín,130
3,$3k - $4k,3,22016,San Juan del Río,2221
3,$3k - $4k,3,22017,Tequisquiapan,448
3,$3k - $4k,3,23004,Othón P. Blanco,2639
3,$3k - $4k,3,23005,Benito Juárez,2525
3,$3k - $4k,3,23006,José María Morelos,329
3,$3k - $4k,3,23009,Tulum,924
3,$3k - $4k,3,23010,Bacalar,126
3,$3k - $4k,3,24001,Ahualulco,382
3,$3k - $4k,3,24010,Ciudad del Maíz,263
3,$3k - $4k,3,24011,Ciudad Fernández,223
3,$3k - $4k,3,24013,Ciudad Valles,2304
3,$3k - $4k,3,24014,Coxcatlán,364
3,$3k - $4k,3,24019,Lagunillas,349
3,$3k - $4k,3,24021,Mexquitic de Carmona,621
3,$3k - $4k,3,24022,Moctezuma,176
3,$3k - $4k,3,24025,Salinas,493
3,$3k - $4k,3,24027,San Ciro de Acosta,381
3,$3k - $4k,3,24028,San Luis Potosí,3439
3,$3k - $4k,3,24031,Santa Catarina,300
3,$3k - $4k,3,24035,Soledad de Graciano Sánchez,534
3,$3k - $4k,3,24036,Tamasopo,373
3,$3k - $4k,3,24037,Tamazunchale,236
3,$3k - $4k,3,24040,Tamuín,404
3,$3k - $4k,3,24046,Villa de Arriaga,1068
3,$3k - $4k,3,24047,Villa de Guadalupe,242
3,$3k - $4k,3,24049,Villa de Ramos,3013
3,$3k - $4k,3,24052,Villa Juárez,724
3,$3k - $4k,3,24054,Xilitla,903
3,$3k - $4k,3,24055,Zaragoza,398
3,$3k - $4k,3,25001,Ahome,2172
3,$3k - $4k,3,25002,Angostura,449
3,$3k - $4k,3,25003,Badiraguato,867
3,$3k - $4k,3,25006,Culiacán,4784
3,$3k - $4k,3,25007,Choix,579
3,$3k - $4k,3,25008,Elota,267
3,$3k - $4k,3,25009,Escuinapa,1185
3,$3k - $4k,3,25010,El Fuerte,1540
3,$3k - $4k,3,25011,Guasave,579
3,$3k - $4k,3,25012,Mazatlán,1468
3,$3k - $4k,3,25013,Mocorito,394
3,$3k - $4k,3,25014,Rosario,500
3,$3k - $4k,3,25015,Salvador Alvarado,802
3,$3k - $4k,3,25017,Sinaloa,339
3,$3k - $4k,3,25018,Navolato,686
3,$3k - $4k,3,26002,Agua Prieta,619
3,$3k - $4k,3,26004,Altar,426
3,$3k - $4k,3,26008,Bacadéhuachi,203
3,$3k - $4k,3,26011,Bacoachi,112
3,$3k - $4k,3,26017,Caborca,524
3,$3k - $4k,3,26018,Cajeme,2858
3,$3k - $4k,3,26025,Empalme,702
3,$3k - $4k,3,26026,Etchojoa,721
3,$3k - $4k,3,26029,Guaymas,364
3,$3k - $4k,3,26030,Hermosillo,3828
3,$3k - $4k,3,26033,Huatabampo,1513
3,$3k - $4k,3,26035,Imuris,173
3,$3k - $4k,3,26042,Navojoa,1536
3,$3k - $4k,3,26048,Puerto Peñasco,511
3,$3k - $4k,3,26055,San Luis Río Colorado,1009
3,$3k - $4k,3,26069,Yécora,162
3,$3k - $4k,3,26071,Benito Juárez,408
3,$3k - $4k,3,27001,Balancán,944
3,$3k - $4k,3,27002,Cárdenas,2222
3,$3k - $4k,3,27003,Centla,317
3,$3k - $4k,3,27004,Centro,4964
3,$3k - $4k,3,27005,Comalcalco,3797
3,$3k - $4k,3,27006,Cunduacán,2353
3,$3k - $4k,3,27007,Emiliano Zapata,397
3,$3k - $4k,3,27008,Huimanguillo,3818
3,$3k - $4k,3,27009,Jalapa,399
3,$3k - $4k,3,27011,Jonuta,312
3,$3k - $4k,3,27012,Macuspana,665
3,$3k - $4k,3,27013,Nacajuca,2002
3,$3k - $4k,3,27014,Paraíso,1305
3,$3k - $4k,3,27015,Tacotalpa,394
3,$3k - $4k,3,27016,Teapa,690
3,$3k - $4k,3,27017,Tenosique,994
3,$3k - $4k,3,28003,Altamira,2284
3,$3k - $4k,3,28004,Antiguo Morelos,594
3,$3k - $4k,3,28005,Burgos,249
3,$3k - $4k,3,28009,Ciudad Madero,3580
3,$3k - $4k,3,28012,González,448
3,$3k - $4k,3,28013,Güémez,317
3,$3k - $4k,3,28016,Hidalgo,866
3,$3k - $4k,3,28017,Jaumave,921
3,$3k - $4k,3,28019,Llera,808
3,$3k - $4k,3,28021,El Mante,1405
3,$3k - $4k,3,28022,Matamoros,1072
3,$3k - $4k,3,28027,Nuevo Laredo,538
3,$3k - $4k,3,28029,Ocampo,906
3,$3k - $4k,3,28030,Padilla,316
3,$3k - $4k,3,28032,Reynosa,2316
3,$3k - $4k,3,28033,Río Bravo,1162
3,$3k - $4k,3,28037,Soto la Marina,536
3,$3k - $4k,3,28038,Tampico,3547
3,$3k - $4k,3,28040,Valle Hermoso,1588
3,$3k - $4k,3,28041,Victoria,1293
3,$3k - $4k,3,28042,Villagrán,294
3,$3k - $4k,3,28043,Xicoténcatl,616
3,$3k - $4k,3,29001,Amaxac de Guerrero,444
3,$3k - $4k,3,29002,Apetatitlán de Antonio Carvajal,204
3,$3k - $4k,3,29005,Apizaco,628
3,$3k - $4k,3,29006,Calpulalpan,142
3,$3k - $4k,3,29009,Cuaxomulco,327
3,$3k - $4k,3,29010,Chiautempan,583
3,$3k - $4k,3,29013,Huamantla,824
